sector,source_id,field,Claude,Codex,Gemini
FRM,SRC_000013,overall_dominant_valence_code,3,3,3
FRM,SRC_000014,overall_dominant_valence_code,2,4,3
FRM,SRC_000040,overall_dominant_valence_code,2,2,2
FRM,SRC_000041,overall_dominant_valence_code,2,2,2
FRM,SRC_000057,overall_dominant_valence_code,1,1,1
FRM,SRC_000058,overall_dominant_valence_code,4,2,2
FRM,SRC_000059,overall_dominant_valence_code,3,4,3
FRM,SRC_000060,overall_dominant_valence_code,2,4,2
FRM,SRC_000061,overall_dominant_valence_code,1,1,1
GOV,SRC_000002,overall_dominant_valence_code,9,9,9
GOV,SRC_000003,overall_dominant_valence_code,9,9,9
GOV,SRC_000004,overall_dominant_valence_code,9,9,9
GOV,SRC_000005,overall_dominant_valence_code,9,9,9
GOV,SRC_000020,overall_dominant_valence_code,9,9,9
GOV,SRC_000021,overall_dominant_valence_code,9,9,9
GOV,SRC_000022,overall_dominant_valence_code,9,9,9
GOV,SRC_000023,overall_dominant_valence_code,9,9,9
GOV,SRC_000028,overall_dominant_valence_code,9,9,9
GOV,SRC_000031,overall_dominant_valence_code,9,9,9
GOV,SRC_000052,overall_dominant_valence_code,9,9,9
GOV,SRC_000053,overall_dominant_valence_code,9,9,9
GOV,SRC_000054,overall_dominant_valence_code,9,9,9
GOV,SRC_000055,overall_dominant_valence_code,9,9,9
GOV,SRC_000056,overall_dominant_valence_code,9,9,9
INS,SRC_000017,overall_dominant_valence_code,9,9,9
INS,SRC_000018,overall_dominant_valence_code,9,9,9
INS,SRC_000019,overall_dominant_valence_code,9,9,9
INS,SRC_000024,overall_dominant_valence_code,9,9,9
INS,SRC_000029,overall_dominant_valence_code,9,9,9
INS,SRC_000030,overall_dominant_valence_code,9,9,9
INS,SRC_000032,overall_dominant_valence_code,9,9,9
INS,SRC_000033,overall_dominant_valence_code,9,9,9
INS,SRC_000034,overall_dominant_valence_code,9,9,9
INS,SRC_000047,overall_dominant_valence_code,9,9,9
INS,SRC_000048,overall_dominant_valence_code,9,9,9
INS,SRC_000049,overall_dominant_valence_code,9,9,9
INS,SRC_000050,overall_dominant_valence_code,9,9,9
INS,SRC_000051,overall_dominant_valence_code,9,9,9
JRN,SRC_000006,overall_dominant_valence_code,9,9,9
JRN,SRC_000007,overall_dominant_valence_code,9,9,9
JRN,SRC_000008,overall_dominant_valence_code,9,9,9
JRN,SRC_000009,overall_dominant_valence_code,9,9,9
JRN,SRC_000035,overall_dominant_valence_code,9,9,9
JRN,SRC_000036,overall_dominant_valence_code,9,9,9
JRN,SRC_000037,overall_dominant_valence_code,9,9,9
JRN,SRC_000038,overall_dominant_valence_code,9,9,9
JRN,SRC_000039,overall_dominant_valence_code,9,9,9
JRN,SRC_000042,overall_dominant_valence_code,9,9,9
JRN,SRC_000043,overall_dominant_valence_code,9,9,9
JRN,SRC_000044,overall_dominant_valence_code,9,9,9
JRN,SRC_000045,overall_dominant_valence_code,9,9,9
JRN,SRC_000046,overall_dominant_valence_code,9,9,9
COR,SRC_000015,responsibility_concentration_code,1,2,2
COR,SRC_000016,responsibility_concentration_code,1,2,1
COR,SRC_000025,responsibility_concentration_code,1,2,1
COR,SRC_000026,responsibility_concentration_code,1,2,2
COR,SRC_000027,responsibility_concentration_code,2,2,2
COR,SRC_000062,responsibility_concentration_code,1,2,2
COR,SRC_000063,responsibility_concentration_code,1,2,1
COR,SRC_000064,responsibility_concentration_code,1,2,2
COR,SRC_000065,responsibility_concentration_code,2,2,2
COR,SRC_000066,responsibility_concentration_code,1,2,2
FRM,SRC_000010,responsibility_concentration_code,1,2,3
FRM,SRC_000011,responsibility_concentration_code,3,2,3
FRM,SRC_000012,responsibility_concentration_code,2,2,2
FRM,SRC_000013,responsibility_concentration_code,2,2,2
FRM,SRC_000014,responsibility_concentration_code,3,2,2
FRM,SRC_000040,responsibility_concentration_code,0,2,2
FRM,SRC_000041,responsibility_concentration_code,3,2,2
FRM,SRC_000057,responsibility_concentration_code,2,2,1
FRM,SRC_000058,responsibility_concentration_code,3,2,3
FRM,SRC_000059,responsibility_concentration_code,3,2,3
FRM,SRC_000060,responsibility_concentration_code,2,2,2
FRM,SRC_000061,responsibility_concentration_code,0,2,0
GOV,SRC_000002,responsibility_concentration_code,1,2,2
GOV,SRC_000003,responsibility_concentration_code,2,2,2
GOV,SRC_000004,responsibility_concentration_code,1,2,2
GOV,SRC_000005,responsibility_concentration_code,2,2,2
GOV,SRC_000020,responsibility_concentration_code,2,2,2
GOV,SRC_000021,responsibility_concentration_code,2,2,2
GOV,SRC_000022,responsibility_concentration_code,2,2,2
GOV,SRC_000023,responsibility_concentration_code,1,2,1
GOV,SRC_000028,responsibility_concentration_code,2,2,2
GOV,SRC_000031,responsibility_concentration_code,2,2,2
GOV,SRC_000052,responsibility_concentration_code,3,2,2
GOV,SRC_000053,responsibility_concentration_code,2,2,2
GOV,SRC_000054,responsibility_concentration_code,1,2,1
GOV,SRC_000055,responsibility_concentration_code,2,2,2
GOV,SRC_000056,responsibility_concentration_code,2,2,2
INS,SRC_000017,responsibility_concentration_code,2,2,2
INS,SRC_000018,responsibility_concentration_code,1,2,1
INS,SRC_000019,responsibility_concentration_code,2,2,2
INS,SRC_000024,responsibility_concentration_code,2,2,2
INS,SRC_000029,responsibility_concentration_code,2,2,2
INS,SRC_000030,responsibility_concentration_code,2,2,2
INS,SRC_000032,responsibility_concentration_code,2,2,2
INS,SRC_000033,responsibility_concentration_code,2,2,2
INS,SRC_000034,responsibility_concentration_code,2,2,2
INS,SRC_000047,responsibility_concentration_code,2,2,2
INS,SRC_000048,responsibility_concentration_code,3,2,2
INS,SRC_000049,responsibility_concentration_code,2,2,2
INS,SRC_000050,responsibility_concentration_code,2,2,2
INS,SRC_000051,responsibility_concentration_code,2,2,2
JRN,SRC_000006,responsibility_concentration_code,2,2,2
JRN,SRC_000007,responsibility_concentration_code,2,2,2
JRN,SRC_000008,responsibility_concentration_code,3,2,2
JRN,SRC_000009,responsibility_concentration_code,1,2,2
JRN,SRC_000035,responsibility_concentration_code,2,2,2
JRN,SRC_000036,responsibility_concentration_code,2,2,2
JRN,SRC_000037,responsibility_concentration_code,2,2,2
JRN,SRC_000038,responsibility_concentration_code,3,2,3
JRN,SRC_000039,responsibility_concentration_code,2,2,2
JRN,SRC_000042,responsibility_concentration_code,3,2,3
JRN,SRC_000043,responsibility_concentration_code,3,2,2
JRN,SRC_000044,responsibility_concentration_code,3,2,3
JRN,SRC_000045,responsibility_concentration_code,2,2,2
JRN,SRC_000046,responsibility_concentration_code,2,2,3
